"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","pharmacy","score"
"Census Tract 7024, Burlington County, New Jersey","7024",67,517,202,3401,49,0,45,0,3396,390800,3401,197,NA,NA,NA
"Census Tract 7025, Burlington County, New Jersey","7025",176,1142,462,6088,11,50,0,28,5953,278700,6088,118,NA,NA,NA
"Census Tract 7026.01, Burlington County, New Jersey","7026.01",273,486,236,4107,29,0,18,10,3938,223800,4107,114,NA,NA,NA
"Census Tract 7026.03, Burlington County, New Jersey","7026.03",491,227,84,2446,0,20,0,0,2150,145900,2446,32,NA,NA,NA
"Census Tract 7027, Burlington County, New Jersey","7027",416,1566,563,8738,88,0,90,12,8710,262800,8738,285,NA,NA,NA
"Census Tract 7028.01, Burlington County, New Jersey","7028.01",0,385,134,2199,9,0,0,25,2199,184700,2199,0,NA,NA,NA
"Census Tract 7028.02, Burlington County, New Jersey","7028.02",307,340,185,3417,13,0,0,0,3417,181400,3417,61,NA,NA,NA
"Census Tract 7028.03, Burlington County, New Jersey","7028.03",139,416,319,3531,5,69,0,11,3507,173700,3531,48,NA,NA,NA
"Census Tract 7028.04, Burlington County, New Jersey","7028.04",98,308,124,2809,58,0,16,0,2793,174600,2809,48,NA,NA,NA
"Census Tract 7028.05, Burlington County, New Jersey","7028.05",420,290,216,3738,25,0,69,0,3738,172800,3738,49,NA,NA,NA
"Census Tract 7028.06, Burlington County, New Jersey","7028.06",513,364,171,3860,0,0,0,0,3854,172100,3860,61,NA,NA,NA
"Census Tract 7028.07, Burlington County, New Jersey","7028.07",510,429,201,3637,29,54,42,146,3594,162800,3637,121,NA,NA,NA
"Census Tract 7028.08, Burlington County, New Jersey","7028.08",348,385,165,3320,28,0,34,142,3320,178000,3320,71,NA,NA,NA
"Census Tract 7028.09, Burlington County, New Jersey","7028.09",121,144,82,1453,0,0,0,0,1453,143100,1453,21,NA,NA,NA
"Census Tract 7028.10, Burlington County, New Jersey","7028.10",60,164,127,1299,9,0,0,0,1299,272800,1299,42,NA,NA,NA
"Census Tract 7028.11, Burlington County, New Jersey","7028.11",133,286,159,2543,3,15,34,0,2543,228100,2543,64,NA,NA,NA
"Census Tract 7029.05, Burlington County, New Jersey","7029.05",226,1128,241,4173,53,0,83,254,4160,316400,4173,157,NA,NA,NA
"Census Tract 7029.06, Burlington County, New Jersey","7029.06",5,398,136,2421,0,37,0,0,2038,268900,2421,83,NA,NA,NA
"Census Tract 7029.07, Burlington County, New Jersey","7029.07",114,616,94,2936,20,41,10,0,2936,312900,2936,111,NA,NA,NA
"Census Tract 7029.08, Burlington County, New Jersey","7029.08",97,1070,189,4636,61,0,45,0,4629,301000,4636,131,NA,NA,NA
"Census Tract 7029.09, Burlington County, New Jersey","7029.09",119,1489,312,5825,20,0,78,150,5760,285600,5825,236,NA,NA,NA
"Census Tract 7029.10, Burlington County, New Jersey","7029.10",28,1000,79,5288,0,0,41,14,5264,447900,5288,232,NA,NA,NA
"Census Tract 7029.13, Burlington County, New Jersey","7029.13",228,1034,141,4259,22,142,34,60,4090,190600,4259,148,NA,NA,NA
"Census Tract 7029.14, Burlington County, New Jersey","7029.14",57,699,191,4083,15,0,11,59,4059,277300,4083,136,NA,NA,NA
"Census Tract 7029.15, Burlington County, New Jersey","7029.15",491,609,271,4455,17,57,20,0,4435,226400,4455,180,NA,NA,NA
"Census Tract 7029.17, Burlington County, New Jersey","7029.17",42,490,100,1817,8,0,68,0,1801,284400,1817,81,NA,NA,NA
"Census Tract 7029.18, Burlington County, New Jersey","7029.18",76,482,95,1972,21,13,22,19,1968,212600,1972,44,NA,NA,NA
"Census Tract 7030, Burlington County, New Jersey","7030",199,771,163,6022,48,17,16,0,6005,299300,6022,296,NA,NA,NA
"Census Tract 7031.02, Burlington County, New Jersey","7031.02",35,529,84,2552,66,0,26,0,2544,509900,2552,88,NA,NA,NA
"Census Tract 7031.03, Burlington County, New Jersey","7031.03",617,664,265,4771,0,107,44,26,4703,247000,4771,117,NA,NA,NA
"Census Tract 7031.04, Burlington County, New Jersey","7031.04",157,655,329,5130,39,0,65,12,4925,258100,5130,138,NA,NA,NA
"Census Tract 7032.01, Burlington County, New Jersey","7032.01",246,419,185,3809,37,48,17,0,3799,316400,3809,206,NA,NA,NA
"Census Tract 7032.02, Burlington County, New Jersey","7032.02",195,470,184,2853,49,7,0,0,2823,365000,2853,162,NA,NA,NA
"Census Tract 7032.03, Burlington County, New Jersey","7032.03",228,315,244,3824,29,0,11,0,3824,170000,3824,84,NA,NA,NA
"Census Tract 7036, Burlington County, New Jersey","7036",153,992,522,6980,49,0,36,0,6951,322100,6980,235,NA,NA,NA
"Census Tract 7037, Burlington County, New Jersey","7037",209,1002,398,6502,41,0,78,0,6445,343200,6502,350,NA,NA,NA
"Census Tract 7038.01, Burlington County, New Jersey","7038.01",320,1592,260,6690,0,0,321,83,6639,403300,6690,380,NA,NA,NA
"Census Tract 7038.02, Burlington County, New Jersey","7038.02",213,827,250,4323,46,114,0,18,4323,319200,4323,149,NA,NA,NA
"Census Tract 7038.03, Burlington County, New Jersey","7038.03",87,1055,364,4723,42,0,46,183,4527,322000,4723,245,NA,NA,NA
"Census Tract 7038.04, Burlington County, New Jersey","7038.04",21,1878,364,7357,80,0,77,21,7328,454700,7357,367,NA,NA,NA
"Census Tract 7039, Burlington County, New Jersey","7039",67,907,300,4160,0,0,13,0,4150,299000,4160,159,NA,NA,NA
"Census Tract 7040.04, Burlington County, New Jersey","7040.04",131,585,136,3535,65,106,37,19,3511,243800,3535,108,NA,NA,NA
"Census Tract 7040.05, Burlington County, New Jersey","7040.05",58,736,362,3790,44,14,11,45,3782,257000,3790,46,NA,NA,NA
"Census Tract 7040.06, Burlington County, New Jersey","7040.06",202,624,119,2371,37,37,0,62,2371,261700,2371,119,NA,NA,NA
"Census Tract 7040.07, Burlington County, New Jersey","7040.07",199,515,139,3647,19,62,0,0,3545,245100,3647,148,NA,NA,NA
"Census Tract 7040.08, Burlington County, New Jersey","7040.08",178,1049,293,5342,0,93,51,8,5342,336400,5342,162,NA,NA,NA
"Census Tract 7040.09, Burlington County, New Jersey","7040.09",95,833,269,4587,35,156,44,24,4555,268300,4587,128,NA,NA,NA
"Census Tract 7040.11, Burlington County, New Jersey","7040.11",68,601,171,3047,36,0,23,0,3047,346400,3047,178,NA,NA,NA
"Census Tract 7040.12, Burlington County, New Jersey","7040.12",351,1290,329,6113,0,18,105,0,6113,229200,6113,213,NA,NA,NA
"Census Tract 7040.13, Burlington County, New Jersey","7040.13",77,1082,301,5336,64,0,30,0,5315,293300,5336,208,NA,NA,NA
"Census Tract 7040.14, Burlington County, New Jersey","7040.14",256,1878,256,7787,32,0,82,0,7735,354400,7787,238,NA,NA,NA
"Census Tract 7042, Burlington County, New Jersey","7042",118,1599,375,8070,106,48,46,5,7850,301400,8070,295,NA,NA,NA
"Census Tract 7043.02, Burlington County, New Jersey","7043.02",70,897,185,4812,49,0,32,123,4587,430400,4812,287,NA,NA,NA
"Census Tract 7045, Burlington County, New Jersey","7045",379,426,353,5901,65,132,5,22,5886,278600,5901,286,NA,NA,NA
"Census Tract 7046, Burlington County, New Jersey","7046",352,258,158,3014,0,6,0,19,2615,173900,3014,98,NA,NA,NA
"Census Tract 7047, Burlington County, New Jersey","7047",273,456,163,3834,53,117,10,0,3735,260000,3834,132,NA,NA,NA
"Census Tract 7048.01, Burlington County, New Jersey","7048.01",100,280,256,2773,3,0,13,253,2204,292600,2773,47,NA,NA,NA
"Census Tract 7048.02, Burlington County, New Jersey","7048.02",15,391,243,4846,4,0,0,204,547,NA,4846,5,NA,NA,NA
"Census Tract 71, Essex County, New Jersey","71",518,195,19,3269,0,30,0,0,3269,366300,3269,156,NA,NA,NA
"Census Tract 71, Hudson County, New Jersey","71",561,684,78,3202,19,12,0,71,3080,316900,3202,118,NA,NA,NA
"Census Tract 71.01, Middlesex County, New Jersey","71.01",129,558,189,3649,25,0,0,30,3649,343100,3649,149,NA,NA,NA
"Census Tract 71.02, Middlesex County, New Jersey","71.02",280,485,212,4689,0,0,0,5,4689,365100,4689,98,NA,NA,NA
"Census Tract 71.03, Middlesex County, New Jersey","71.03",534,621,276,5012,0,70,0,36,5012,326200,5012,128,NA,NA,NA
"Census Tract 7101, Ocean County, New Jersey","7101",630,787,393,4711,8,41,0,0,4697,559400,4711,282,NA,NA,NA
"Census Tract 7111, Ocean County, New Jersey","7111",102,856,215,4473,154,47,30,12,4346,378200,4473,243,NA,NA,NA
"Census Tract 7112, Ocean County, New Jersey","7112",245,752,213,3964,20,0,0,0,3964,346300,3964,145,NA,NA,NA
"Census Tract 7113, Ocean County, New Jersey","7113",300,498,331,4095,56,66,0,9,4095,328700,4095,193,NA,NA,NA
"Census Tract 7114, Ocean County, New Jersey","7114",204,1024,284,5967,75,0,82,49,5908,386500,5967,234,NA,NA,NA
"Census Tract 7120, Ocean County, New Jersey","7120",73,443,91,1425,45,0,27,0,1414,1000001,1425,83,NA,NA,NA
"Census Tract 7130, Ocean County, New Jersey","7130",492,596,249,4472,75,54,10,0,4472,296000,4472,192,NA,NA,NA
"Census Tract 7131, Ocean County, New Jersey","7131",218,1107,554,6832,100,0,52,0,6832,276900,6832,268,NA,NA,NA
"Census Tract 7132.01, Ocean County, New Jersey","7132.01",124,389,150,2685,5,6,0,0,2685,358500,2685,70,NA,NA,NA
"Census Tract 7132.02, Ocean County, New Jersey","7132.02",140,679,228,3939,0,58,0,0,3939,264300,3939,139,NA,NA,NA
"Census Tract 7132.03, Ocean County, New Jersey","7132.03",319,545,277,5180,59,161,15,24,5180,235400,5180,103,NA,NA,NA
"Census Tract 7133, Ocean County, New Jersey","7133",250,634,160,4118,49,0,17,0,3982,173200,4118,159,NA,NA,NA
"Census Tract 7134.01, Ocean County, New Jersey","7134.01",289,705,276,5094,74,0,16,0,4895,232600,5094,161,NA,NA,NA
"Census Tract 7134.02, Ocean County, New Jersey","7134.02",494,171,240,3767,57,62,16,11,3767,256800,3767,35,NA,NA,NA
"Census Tract 7135, Ocean County, New Jersey","7135",157,389,167,3026,55,0,20,0,3026,329900,3026,48,NA,NA,NA
"Census Tract 7136, Ocean County, New Jersey","7136",145,470,139,3947,7,66,51,0,3921,289600,3947,83,NA,NA,NA
"Census Tract 7137, Ocean County, New Jersey","7137",96,533,115,2629,52,0,0,0,2629,466500,2629,129,NA,NA,NA
"Census Tract 7138, Ocean County, New Jersey","7138",127,454,79,3408,20,0,7,86,3408,307000,3408,253,NA,NA,NA
"Census Tract 7139, Ocean County, New Jersey","7139",497,863,288,6451,78,137,14,0,6451,282400,6451,177,NA,NA,NA
"Census Tract 7140, Ocean County, New Jersey","7140",167,533,384,6210,29,15,0,196,6210,293600,6210,165,NA,NA,NA
"Census Tract 7141, Ocean County, New Jersey","7141",190,314,168,3187,30,0,19,0,3136,219100,3187,74,NA,NA,NA
"Census Tract 7142, Ocean County, New Jersey","7142",671,721,294,6534,177,94,39,12,6534,297000,6534,292,NA,NA,NA
"Census Tract 7143, Ocean County, New Jersey","7143",56,451,192,3341,99,22,15,0,3341,385500,3341,144,NA,NA,NA
"Census Tract 7144, Ocean County, New Jersey","7144",20,133,12,547,5,0,6,0,547,726000,547,34,NA,NA,NA
"Census Tract 7150, Ocean County, New Jersey","7150",2131,485,305,8540,23,15,46,39,8395,315500,8540,218,NA,NA,NA
"Census Tract 7152, Ocean County, New Jersey","7152",3208,484,163,11890,0,179,0,121,11880,446600,11890,386,NA,NA,NA
"Census Tract 7153.01, Ocean County, New Jersey","7153.01",2934,772,166,9709,0,43,0,545,9671,280600,9709,305,NA,NA,NA
"Census Tract 7153.02, Ocean County, New Jersey","7153.02",3204,339,61,5583,0,38,66,42,5548,475400,5583,219,NA,NA,NA
"Census Tract 7154.01, Ocean County, New Jersey","7154.01",1329,472,138,5967,12,21,20,64,5967,518800,5967,196,NA,NA,NA
"Census Tract 7154.02, Ocean County, New Jersey","7154.02",2302,349,48,5766,0,29,14,73,5740,475000,5766,372,NA,NA,NA
"Census Tract 7155, Ocean County, New Jersey","7155",3646,897,236,11881,27,36,75,20,11877,341400,11881,427,NA,NA,NA
"Census Tract 7156, Ocean County, New Jersey","7156",2168,323,74,6297,0,44,0,68,6062,375900,6297,234,NA,NA,NA
"Census Tract 7157, Ocean County, New Jersey","7157",2908,891,170,8865,42,283,0,439,8654,308900,8865,312,NA,NA,NA
"Census Tract 7158, Ocean County, New Jersey","7158",1449,352,104,5495,12,69,117,0,5485,345300,5495,310,NA,NA,NA
"Census Tract 7159.01, Ocean County, New Jersey","7159.01",121,343,166,2478,33,10,0,119,2212,241000,2478,109,NA,NA,NA
"Census Tract 7159.02, Ocean County, New Jersey","7159.02",614,246,171,4578,41,105,0,11,4545,105800,4578,37,NA,NA,NA
"Census Tract 7160, Ocean County, New Jersey","7160",287,551,243,4374,0,46,16,15,4374,207600,4374,62,NA,NA,NA
"Census Tract 7170.01, Ocean County, New Jersey","7170.01",30,322,101,2777,175,0,71,0,2762,298100,2777,95,NA,NA,NA
"Census Tract 7170.02, Ocean County, New Jersey","7170.02",188,489,213,4741,25,56,12,25,4604,294300,4741,83,NA,NA,NA
"Census Tract 7171.01, Ocean County, New Jersey","7171.01",161,1288,312,9064,88,53,55,0,8846,362500,9064,340,NA,NA,NA
"Census Tract 7171.02, Ocean County, New Jersey","7171.02",250,694,254,4485,119,0,62,0,4471,331800,4485,170,NA,NA,NA
"Census Tract 7172, Ocean County, New Jersey","7172",437,1218,443,8052,37,0,57,0,8052,376000,8052,292,NA,NA,NA
"Census Tract 7173, Ocean County, New Jersey","7173",249,769,290,5672,0,31,22,0,5667,427700,5672,262,NA,NA,NA
"Census Tract 7174, Ocean County, New Jersey","7174",160,757,235,5280,90,0,88,0,5276,324900,5280,202,NA,NA,NA
"Census Tract 7175.01, Ocean County, New Jersey","7175.01",546,1059,435,7472,220,80,69,17,7472,250300,7472,180,NA,NA,NA
"Census Tract 7175.02, Ocean County, New Jersey","7175.02",188,1008,324,7098,114,44,42,14,7098,358800,7098,287,NA,NA,NA
"Census Tract 7180, Ocean County, New Jersey","7180",437,798,367,8413,257,62,45,0,8413,335200,8413,346,NA,NA,NA
"Census Tract 72, Essex County, New Jersey","72",576,244,86,3844,0,0,0,0,3844,369700,3844,41,NA,NA,NA
"Census Tract 72, Hudson County, New Jersey","72",119,537,59,2115,0,6,18,14,1857,468800,2115,95,NA,NA,NA
"Census Tract 72.02, Middlesex County, New Jersey","72.02",95,741,158,4971,65,0,0,0,4971,333600,4971,142,NA,NA,NA
"Census Tract 72.03, Middlesex County, New Jersey","72.03",288,852,218,4535,38,0,25,90,4535,324300,4535,125,NA,NA,NA
"Census Tract 7200.01, Ocean County, New Jersey","7200.01",219,347,272,4310,35,47,0,0,4253,167300,4310,81,NA,NA,NA
"Census Tract 7201.01, Ocean County, New Jersey","7201.01",1040,442,258,5756,146,19,15,45,5573,75900,5756,141,NA,NA,NA
"Census Tract 7201.02, Ocean County, New Jersey","7201.02",308,225,104,3427,128,11,0,0,3347,92500,3427,36,NA,NA,NA
"Census Tract 7201.03, Ocean County, New Jersey","7201.03",184,322,290,4621,90,11,101,0,4481,79200,4621,86,NA,NA,NA
"Census Tract 7202.02, Ocean County, New Jersey","7202.02",190,227,199,3765,48,47,67,0,3765,114200,3765,110,NA,NA,NA
"Census Tract 7202.03, Ocean County, New Jersey","7202.03",140,547,329,4120,40,0,48,0,4120,208100,4120,145,NA,NA,NA
"Census Tract 7202.04, Ocean County, New Jersey","7202.04",249,459,347,5714,29,19,18,0,5581,257000,5714,143,NA,NA,NA
"Census Tract 7202.05, Ocean County, New Jersey","7202.05",243,221,77,2926,20,0,0,0,2833,170700,2926,51,NA,NA,NA
"Census Tract 7202.06, Ocean County, New Jersey","7202.06",279,859,313,6236,76,0,7,0,6213,288700,6236,158,NA,NA,NA
"Census Tract 7210, Ocean County, New Jersey","7210",239,168,94,2659,17,33,7,122,2602,216800,2659,77,NA,NA,NA
"Census Tract 7220.01, Ocean County, New Jersey","7220.01",259,977,161,4909,64,0,17,0,4909,269800,4909,134,NA,NA,NA
"Census Tract 7220.02, Ocean County, New Jersey","7220.02",998,1027,439,8593,270,0,22,0,8182,281400,8593,195,NA,NA,NA
"Census Tract 7221, Ocean County, New Jersey","7221",70,1324,228,6820,64,0,53,0,6576,361100,6820,292,NA,NA,NA
"Census Tract 7222, Ocean County, New Jersey","7222",240,169,152,2320,53,10,0,10,2320,139400,2320,86,NA,NA,NA
"Census Tract 7223, Ocean County, New Jersey","7223",81,707,257,4072,194,0,63,0,3949,391200,4072,201,NA,NA,NA
"Census Tract 7224.01, Ocean County, New Jersey","7224.01",354,752,350,5593,94,0,36,80,5593,366400,5593,176,NA,NA,NA
"Census Tract 7224.02, Ocean County, New Jersey","7224.02",101,617,155,3954,29,0,0,0,3954,332100,3954,176,NA,NA,NA
"Census Tract 7225, Ocean County, New Jersey","7225",83,321,75,1287,77,33,0,0,1287,529600,1287,95,NA,NA,NA
"Census Tract 7226, Ocean County, New Jersey","7226",185,448,90,3061,7,50,0,0,3061,317500,3061,107,NA,NA,NA
"Census Tract 7227.01, Ocean County, New Jersey","7227.01",183,859,285,4722,0,32,0,0,4722,345400,4722,154,NA,NA,NA
"Census Tract 7227.02, Ocean County, New Jersey","7227.02",184,482,173,4172,12,0,59,0,4172,284000,4172,118,NA,NA,NA
"Census Tract 7228, Ocean County, New Jersey","7228",528,603,200,5292,27,74,0,24,5268,311600,5292,233,NA,NA,NA
"Census Tract 7229, Ocean County, New Jersey","7229",420,708,245,4769,63,67,23,68,4722,315800,4769,86,NA,NA,NA
"Census Tract 7230, Ocean County, New Jersey","7230",378,661,349,5665,20,47,23,20,5286,276400,5665,193,NA,NA,NA
"Census Tract 7231, Ocean County, New Jersey","7231",151,585,302,4091,21,51,0,0,3642,296300,4091,81,NA,NA,NA
"Census Tract 7232, Ocean County, New Jersey","7232",317,1033,325,5956,0,19,173,87,5956,321400,5956,452,NA,NA,NA
"Census Tract 7233, Ocean County, New Jersey","7233",767,491,375,6926,59,24,18,0,6921,257800,6926,174,NA,NA,NA
"Census Tract 7234, Ocean County, New Jersey","7234",177,418,183,3018,45,0,27,30,3018,349300,3018,120,NA,NA,NA
"Census Tract 7235, Ocean County, New Jersey","7235",276,364,215,2753,57,9,45,0,2753,238600,2753,96,NA,NA,NA
"Census Tract 7236, Ocean County, New Jersey","7236",283,277,185,2409,35,0,13,0,2399,330400,2409,67,NA,NA,NA
"Census Tract 7240, Ocean County, New Jersey","7240",834,177,164,3691,49,46,0,0,3691,205000,3691,50,NA,NA,NA
"Census Tract 7250.01, Ocean County, New Jersey","7250.01",392,330,171,2860,0,0,12,0,2860,237900,2860,91,NA,NA,NA
"Census Tract 7250.02, Ocean County, New Jersey","7250.02",129,696,322,5981,11,0,0,0,5981,264500,5981,127,NA,NA,NA
"Census Tract 7251, Ocean County, New Jersey","7251",188,208,150,2226,41,0,8,0,2226,264800,2226,83,NA,NA,NA
"Census Tract 7260, Ocean County, New Jersey","7260",75,315,117,1536,6,0,7,0,1529,398100,1536,102,NA,NA,NA
"Census Tract 7270.01, Ocean County, New Jersey","7270.01",210,391,187,2276,29,30,24,11,2276,811600,2276,142,NA,NA,NA
"Census Tract 7270.02, Ocean County, New Jersey","7270.02",83,264,20,1292,62,29,36,66,1292,470600,1292,54,NA,NA,NA
"Census Tract 7280, Ocean County, New Jersey","7280",806,705,306,5363,109,9,0,172,5363,491000,5363,279,NA,NA,NA
"Census Tract 7290, Ocean County, New Jersey","7290",242,295,92,1908,3,40,0,28,1885,257900,1908,45,NA,NA,NA
"Census Tract 73, Essex County, New Jersey","73",814,214,125,5572,0,9,21,184,5572,334800,5572,186,NA,NA,NA
"Census Tract 73, Hudson County, New Jersey","73",28,379,17,998,2,23,66,70,998,443900,998,31,NA,NA,NA
"Census Tract 73.01, Middlesex County, New Jersey","73.01",159,409,114,3062,0,0,29,0,3062,317300,3062,48,NA,NA,NA
"Census Tract 73.03, Middlesex County, New Jersey","73.03",106,133,70,1720,9,0,9,0,1720,303200,1720,41,NA,NA,NA
"Census Tract 73.04, Middlesex County, New Jersey","73.04",443,1545,334,6529,0,88,0,13,6529,372100,6529,153,NA,NA,NA
"Census Tract 7300, Ocean County, New Jersey","7300",84,323,158,2143,17,25,31,0,2143,320900,2143,108,NA,NA,NA
"Census Tract 7310.01, Ocean County, New Jersey","7310.01",86,511,179,3220,68,10,0,0,3220,290200,3220,189,NA,NA,NA
"Census Tract 7310.02, Ocean County, New Jersey","7310.02",122,436,235,3694,34,0,0,0,3628,297600,3694,157,NA,NA,NA
"Census Tract 7311.01, Ocean County, New Jersey","7311.01",333,341,45,3367,91,52,7,0,3367,274800,3367,61,NA,NA,NA
"Census Tract 7311.02, Ocean County, New Jersey","7311.02",293,649,202,6118,31,0,0,19,6118,259200,6118,172,NA,NA,NA
"Census Tract 7311.03, Ocean County, New Jersey","7311.03",88,425,170,4404,32,0,0,21,4179,285800,4404,134,NA,NA,NA
"Census Tract 7312.01, Ocean County, New Jersey","7312.01",333,294,112,4039,157,0,0,0,4039,146000,4039,69,NA,NA,NA
"Census Tract 7312.02, Ocean County, New Jersey","7312.02",501,308,193,4381,81,9,10,0,4381,146600,4381,120,NA,NA,NA
"Census Tract 7312.03, Ocean County, New Jersey","7312.03",133,88,114,1667,55,0,27,20,1667,152700,1667,38,NA,NA,NA
"Census Tract 7312.04, Ocean County, New Jersey","7312.04",182,229,141,3808,135,0,59,0,3808,175500,3808,44,NA,NA,NA
"Census Tract 7312.05, Ocean County, New Jersey","7312.05",285,294,79,3162,23,20,116,9,3162,144300,3162,31,NA,NA,NA
"Census Tract 7312.06, Ocean County, New Jersey","7312.06",367,180,0,2472,0,16,0,0,2347,141800,2472,48,NA,NA,NA
"Census Tract 7320.01, Ocean County, New Jersey","7320.01",125,810,405,5881,58,0,7,0,5846,361800,5881,239,NA,NA,NA
"Census Tract 7320.02, Ocean County, New Jersey","7320.02",748,895,280,8694,74,0,30,0,8694,239600,8694,156,NA,NA,NA
"Census Tract 7321.01, Ocean County, New Jersey","7321.01",517,677,359,6336,186,0,120,25,6336,264300,6336,187,NA,NA,NA
"Census Tract 7321.03, Ocean County, New Jersey","7321.03",24,386,152,2533,55,0,0,0,2490,345300,2533,154,NA,NA,NA
"Census Tract 7321.04, Ocean County, New Jersey","7321.04",205,592,347,4204,52,84,17,0,4204,272900,4204,191,NA,NA,NA
"Census Tract 7330, Ocean County, New Jersey","7330",505,1216,454,8333,69,19,23,0,8307,305600,8333,216,NA,NA,NA
"Census Tract 7340.01, Ocean County, New Jersey","7340.01",334,791,407,6863,122,0,51,0,6863,279900,6863,224,NA,NA,NA
"Census Tract 7340.02, Ocean County, New Jersey","7340.02",702,572,408,6908,195,72,24,50,6908,306100,6908,144,NA,NA,NA
"Census Tract 7340.03, Ocean County, New Jersey","7340.03",815,543,304,7121,15,44,110,57,7010,214400,7121,207,NA,NA,NA
"Census Tract 7350.01, Ocean County, New Jersey","7350.01",330,466,303,6324,90,0,0,24,6324,277100,6324,172,NA,NA,NA
"Census Tract 7350.02, Ocean County, New Jersey","7350.02",190,1093,500,9182,27,0,214,20,8921,281900,9182,237,NA,NA,NA
"Census Tract 7351.01, Ocean County, New Jersey","7351.01",206,229,182,2399,20,0,9,0,2377,210500,2399,101,NA,NA,NA
"Census Tract 7351.03, Ocean County, New Jersey","7351.03",155,1039,160,4490,157,0,0,0,4490,384800,4490,230,NA,NA,NA
"Census Tract 7351.04, Ocean County, New Jersey","7351.04",519,686,189,4098,21,0,26,6,4098,346600,4098,242,NA,NA,NA
"Census Tract 7360.01, Ocean County, New Jersey","7360.01",169,325,108,3051,62,14,0,50,3039,276200,3051,106,NA,NA,NA
"Census Tract 7360.02, Ocean County, New Jersey","7360.02",75,158,59,1495,11,9,4,22,1495,288500,1495,50,NA,NA,NA
"Census Tract 7361.01, Ocean County, New Jersey","7361.01",674,457,385,5645,30,0,16,203,5444,221100,5645,134,NA,NA,NA
"Census Tract 7361.02, Ocean County, New Jersey","7361.02",631,666,626,7638,47,46,77,108,7638,220000,7638,290,NA,NA,NA
"Census Tract 7361.05, Ocean County, New Jersey","7361.05",312,319,186,3622,82,215,99,0,3615,284200,3622,194,NA,NA,NA
"Census Tract 7370, Ocean County, New Jersey","7370",326,411,141,3378,0,9,18,0,3369,259100,3378,140,NA,NA,NA
"Census Tract 7380.01, Ocean County, New Jersey","7380.01",115,476,109,2145,6,24,80,24,2145,741900,2145,130,NA,NA,NA
"Census Tract 7380.02, Ocean County, New Jersey","7380.02",58,352,69,1447,45,0,41,3,1447,708200,1447,121,NA,NA,NA
"Census Tract 7381, Ocean County, New Jersey","7381",73,517,98,1732,66,3,10,0,1712,893000,1732,104,NA,NA,NA
"Census Tract 7390, Ocean County, New Jersey","7390",129,486,144,2336,20,51,8,28,2336,671600,2336,183,NA,NA,NA
"Census Tract 7391, Ocean County, New Jersey","7391",182,71,106,2067,69,0,63,0,1947,79900,2067,36,NA,NA,NA
"Census Tract 74, Essex County, New Jersey","74",586,165,81,6025,13,0,0,12,2644,280200,6025,119,NA,NA,NA
"Census Tract 74, Hudson County, New Jersey","74",33,1296,121,4140,0,235,14,469,4140,664900,4140,180,NA,NA,NA
"Census Tract 74.02, Middlesex County, New Jersey","74.02",135,801,271,4594,48,0,24,0,4437,303300,4594,121,NA,NA,NA
"Census Tract 75, Hudson County, New Jersey","75",708,1866,125,5161,9,126,12,411,5161,320900,5161,153,NA,NA,NA
"Census Tract 75, Middlesex County, New Jersey","75",145,324,86,3469,27,26,0,19,3469,276100,3469,55,NA,NA,NA
"Census Tract 75.01, Essex County, New Jersey","75.01",1106,210,58,3865,0,4,0,20,3865,334000,3865,135,NA,NA,NA
"Census Tract 75.02, Essex County, New Jersey","75.02",1058,136,62,3557,0,0,0,0,3116,265400,3557,110,NA,NA,NA
"Census Tract 76, Essex County, New Jersey","76",418,191,86,3058,0,0,0,47,3058,242200,3058,75,NA,NA,NA
"Census Tract 76, Hudson County, New Jersey","76",252,1520,148,5192,0,288,88,432,5192,573100,5192,177,NA,NA,NA
"Census Tract 76, Middlesex County, New Jersey","76",380,676,234,5161,0,83,0,0,5161,284900,5161,143,NA,NA,NA
"Census Tract 77, Essex County, New Jersey","77",669,147,27,2765,0,9,0,0,2765,406400,2765,54,NA,NA,NA
"Census Tract 77, Hudson County, New Jersey","77",1088,3028,50,9625,35,177,26,897,9625,592700,9625,425,NA,NA,NA
"Census Tract 77.02, Middlesex County, New Jersey","77.02",16,1081,431,5502,14,149,33,0,5386,528200,5502,73,NA,NA,NA
"Census Tract 77.03, Middlesex County, New Jersey","77.03",49,416,290,3119,11,48,0,0,3119,348700,3119,42,NA,NA,NA
"Census Tract 77.04, Middlesex County, New Jersey","77.04",24,406,193,2801,16,0,0,0,2801,347300,2801,38,NA,NA,NA
"Census Tract 78, Essex County, New Jersey","78",515,146,91,3233,0,84,0,0,3233,301700,3233,150,NA,NA,NA
"Census Tract 78, Hudson County, New Jersey","78",367,181,50,1232,19,0,0,38,1232,343500,1232,0,NA,NA,NA
"Census Tract 78.01, Middlesex County, New Jersey","78.01",148,461,140,2742,0,91,0,138,2733,323000,2742,59,NA,NA,NA
"Census Tract 78.04, Middlesex County, New Jersey","78.04",71,1117,287,5476,45,0,9,0,5326,334300,5476,185,NA,NA,NA
"Census Tract 78.05, Middlesex County, New Jersey","78.05",80,703,292,4578,28,0,0,0,4578,347700,4578,138,NA,NA,NA
"Census Tract 78.06, Middlesex County, New Jersey","78.06",295,611,181,3862,10,0,0,61,3862,358300,3862,77,NA,NA,NA
