"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","score"
"Census Tract 441.01, Morris County, New Jersey","441.01",4,870,139,2997,106,10,0,0,2997,603600,2997,175,NA,NA
"Census Tract 441.02, Morris County, New Jersey","441.02",221,1125,400,5662,73,40,0,0,5662,530700,5662,242,NA,NA
"Census Tract 442, Morris County, New Jersey","442",155,1141,154,3843,90,0,31,12,3843,1059800,3843,253,NA,NA
"Census Tract 442.01, Bergen County, New Jersey","442.01",17,1237,20,3747,13,0,12,0,3747,6e+05,3747,164,NA,NA
"Census Tract 442.02, Bergen County, New Jersey","442.02",176,1463,273,4948,23,22,26,0,4948,453300,4948,138,NA,NA
"Census Tract 443, Morris County, New Jersey","443",298,1153,238,6404,60,163,0,17,6404,341800,6404,219,NA,NA
"Census Tract 444.01, Morris County, New Jersey","444.01",71,1053,187,4396,8,0,9,62,4381,451900,4396,157,NA,NA
"Census Tract 444.03, Morris County, New Jersey","444.03",162,1207,250,5007,133,0,8,73,5007,354500,5007,235,NA,NA
"Census Tract 444.04, Morris County, New Jersey","444.04",231,1087,326,4376,37,0,47,0,4376,346200,4376,178,NA,NA
"Census Tract 445.01, Morris County, New Jersey","445.01",585,1540,429,6493,51,52,67,71,6493,331300,6493,200,NA,NA
"Census Tract 445.02, Morris County, New Jersey","445.02",211,701,336,4520,37,0,29,12,4520,348900,4520,129,NA,NA
"Census Tract 446.01, Morris County, New Jersey","446.01",290,807,334,4782,0,17,13,22,4782,352600,4782,240,NA,NA
"Census Tract 446.02, Morris County, New Jersey","446.02",187,1264,383,5680,125,0,17,0,5680,342400,5680,230,NA,NA
"Census Tract 447.01, Morris County, New Jersey","447.01",310,622,272,4719,166,0,45,0,4719,269100,4719,156,NA,NA
"Census Tract 447.02, Morris County, New Jersey","447.02",364,1222,395,6010,27,43,0,0,6010,381100,6010,333,NA,NA
"Census Tract 448, Morris County, New Jersey","448",976,552,491,7157,47,0,36,0,7157,263400,7157,270,NA,NA
"Census Tract 449, Morris County, New Jersey","449",575,543,497,5941,10,28,5,0,5897,272800,5941,249,NA,NA
"Census Tract 45, Essex County, New Jersey","45",467,266,114,3232,26,24,0,64,3232,199400,3232,135,NA,NA
"Census Tract 45, Hudson County, New Jersey","45",1318,282,141,4084,0,77,0,31,4084,272000,4084,52,NA,NA
"Census Tract 45, Middlesex County, New Jersey","45",1548,476,178,8332,0,131,80,22,8328,253600,8332,81,NA,NA
"Census Tract 45.01, Mercer County, New Jersey","45.01",124,434,17,6549,0,56,0,98,6549,872500,6549,124,NA,NA
"Census Tract 45.02, Mercer County, New Jersey","45.02",188,241,0,1178,19,0,21,42,1178,1989600,1178,71,NA,NA
"Census Tract 450, Morris County, New Jersey","450",701,424,339,4993,0,38,0,11,4828,253900,4993,75,NA,NA
"Census Tract 451, Bergen County, New Jersey","451",700,1541,402,8325,0,55,0,0,8325,441700,8325,426,NA,NA
"Census Tract 451, Morris County, New Jersey","451",291,676,438,6521,0,21,0,0,6521,294400,6521,240,NA,NA
"Census Tract 452, Bergen County, New Jersey","452",159,558,181,2923,0,33,0,35,2923,414900,2923,129,NA,NA
"Census Tract 452, Morris County, New Jersey","452",240,717,261,3560,32,25,10,9,3560,294300,3560,153,NA,NA
"Census Tract 453, Morris County, New Jersey","453",170,698,320,4665,8,27,9,41,4487,296100,4665,200,NA,NA
"Census Tract 454.01, Morris County, New Jersey","454.01",49,1027,343,5507,41,83,74,124,5507,332900,5507,324,NA,NA
"Census Tract 454.02, Morris County, New Jersey","454.02",592,609,273,5065,9,29,10,0,5065,276700,5065,296,NA,NA
"Census Tract 455.01, Morris County, New Jersey","455.01",56,1005,439,4927,24,0,53,0,4927,386200,4927,139,NA,NA
"Census Tract 455.02, Morris County, New Jersey","455.02",392,2095,487,8479,62,0,48,56,8479,403000,8479,271,NA,NA
"Census Tract 456.02, Morris County, New Jersey","456.02",297,101,103,1578,10,34,8,16,1578,171500,1578,46,NA,NA
"Census Tract 456.03, Morris County, New Jersey","456.03",285,1043,238,5001,17,62,50,54,5001,437300,5001,207,NA,NA
"Census Tract 457.01, Morris County, New Jersey","457.01",222,1268,249,5998,65,21,48,0,5998,553200,5998,348,NA,NA
"Census Tract 457.03, Morris County, New Jersey","457.03",143,842,195,3757,67,13,24,0,3757,567500,3757,263,NA,NA
"Census Tract 457.04, Morris County, New Jersey","457.04",30,1182,147,5180,77,0,26,0,5180,547600,5180,203,NA,NA
"Census Tract 458.04, Morris County, New Jersey","458.04",145,1607,198,5792,52,22,204,0,5779,858100,5792,412,NA,NA
"Census Tract 459.01, Morris County, New Jersey","459.01",94,365,50,1593,0,7,12,12,1593,484500,1593,82,NA,NA
"Census Tract 459.02, Morris County, New Jersey","459.02",124,1935,359,7822,78,0,58,0,7799,638600,7822,333,NA,NA
"Census Tract 46, Essex County, New Jersey","46",460,382,137,2729,0,0,0,42,2729,221900,2729,47,NA,NA
"Census Tract 46, Hudson County, New Jersey","46",745,155,78,2496,0,26,6,0,2496,306000,2496,63,NA,NA
"Census Tract 46, Middlesex County, New Jersey","46",1580,304,175,5468,40,25,0,24,5468,248100,5468,97,NA,NA
"Census Tract 460, Morris County, New Jersey","460",297,395,240,3209,34,72,0,81,3209,267100,3209,93,NA,NA
"Census Tract 461, Bergen County, New Jersey","461",488,882,281,4418,0,74,231,31,4418,363900,4418,255,NA,NA
"Census Tract 461.03, Morris County, New Jersey","461.03",486,996,496,5662,0,145,14,209,5662,328000,5662,219,NA,NA
"Census Tract 461.04, Morris County, New Jersey","461.04",270,1080,326,6633,15,71,94,62,6633,424700,6633,298,NA,NA
"Census Tract 461.05, Morris County, New Jersey","461.05",813,1500,463,8188,118,314,21,100,8188,280600,8188,238,NA,NA
"Census Tract 461.06, Morris County, New Jersey","461.06",259,1920,464,8386,217,145,39,13,8356,384000,8386,310,NA,NA
"Census Tract 462, Bergen County, New Jersey","462",212,704,197,3923,91,9,46,16,3923,336900,3923,194,NA,NA
"Census Tract 462.01, Morris County, New Jersey","462.01",169,1567,306,6076,110,21,45,23,5932,383200,6076,251,NA,NA
"Census Tract 462.02, Morris County, New Jersey","462.02",50,770,73,3637,35,0,15,0,3637,445600,3637,157,NA,NA
"Census Tract 462.97, Morris County, New Jersey","462.97",53,923,149,3627,26,20,0,0,3627,544700,3627,163,NA,NA
"Census Tract 462.98, Morris County, New Jersey","462.98",191,1009,272,5181,50,0,37,0,5181,531000,5181,282,NA,NA
"Census Tract 463, Bergen County, New Jersey","463",323,918,206,4593,0,26,76,152,4574,316600,4593,208,NA,NA
"Census Tract 463, Morris County, New Jersey","463",127,1246,245,5715,116,0,18,0,5621,485500,5715,309,NA,NA
"Census Tract 464, Morris County, New Jersey","464",140,1185,213,4945,86,27,70,0,4732,655400,4945,243,NA,NA
"Census Tract 47, Essex County, New Jersey","47",911,514,280,5149,35,88,14,53,5149,243500,5149,82,NA,NA
"Census Tract 47, Hudson County, New Jersey","47",644,448,124,2777,9,15,0,25,2762,437300,2777,129,NA,NA
"Census Tract 47, Middlesex County, New Jersey","47",540,344,83,4202,0,0,0,0,4202,255800,4202,40,NA,NA
"Census Tract 471, Bergen County, New Jersey","471",240,1414,190,6009,40,0,0,31,5921,647800,6009,347,NA,NA
"Census Tract 472, Bergen County, New Jersey","472",223,1186,92,4447,0,0,156,0,4433,881800,4447,201,NA,NA
"Census Tract 473, Bergen County, New Jersey","473",67,742,75,3166,20,14,25,7,3166,1112500,3166,166,NA,NA
"Census Tract 474, Bergen County, New Jersey","474",343,1250,96,4729,27,17,171,67,4712,722700,4729,286,NA,NA
"Census Tract 475, Bergen County, New Jersey","475",186,1753,213,6918,9,36,119,0,6824,676900,6918,272,NA,NA
"Census Tract 48, Hudson County, New Jersey","48",660,725,168,3790,0,50,22,231,3790,311100,3790,150,NA,NA
"Census Tract 48, Middlesex County, New Jersey","48",1481,225,105,5449,0,0,0,13,5209,251600,5449,67,NA,NA
"Census Tract 48.01, Essex County, New Jersey","48.01",805,105,104,2275,0,25,0,3,2275,195300,2275,32,NA,NA
"Census Tract 48.02, Essex County, New Jersey","48.02",1329,22,63,2982,0,113,0,0,2982,128000,2982,27,NA,NA
"Census Tract 481, Bergen County, New Jersey","481",436,909,176,3884,15,14,0,33,3884,450200,3884,92,NA,NA
"Census Tract 482, Bergen County, New Jersey","482",117,1878,339,7646,0,0,211,43,7646,510100,7646,267,NA,NA
"Census Tract 49, Essex County, New Jersey","49",507,134,261,3494,0,76,31,32,3494,280900,3494,65,NA,NA
"Census Tract 49, Hudson County, New Jersey","49",829,612,118,3879,0,50,0,19,3879,299400,3879,110,NA,NA
"Census Tract 49, Middlesex County, New Jersey","49",1417,326,207,4985,0,37,0,8,4962,239400,4985,102,NA,NA
"Census Tract 490.01, Bergen County, New Jersey","490.01",57,1253,248,4487,0,0,113,0,4487,687200,4487,216,NA,NA
"Census Tract 490.02, Bergen County, New Jersey","490.02",223,1235,207,5489,6,0,54,19,5466,542900,5489,190,NA,NA
"Census Tract 5, Atlantic County, New Jersey","5",1191,145,55,3298,0,7,0,0,3298,151100,3298,60,NA,NA
"Census Tract 5, Essex County, New Jersey","5",616,124,31,1847,0,0,0,9,1847,230600,1847,57,NA,NA
"Census Tract 5, Hudson County, New Jersey","5",921,582,136,4422,0,22,18,10,4422,399000,4422,137,NA,NA
"Census Tract 5, Mercer County, New Jersey","5",1283,163,106,4814,0,0,8,72,4814,88200,4814,67,NA,NA
"Census Tract 5.01, Middlesex County, New Jersey","5.01",574,428,231,4513,80,0,0,0,4504,265700,4513,131,NA,NA
"Census Tract 5.02, Middlesex County, New Jersey","5.02",710,1795,275,6194,0,235,0,226,6194,268800,6194,120,NA,NA
"Census Tract 50, Bergen County, New Jersey","50",74,1112,167,6191,20,0,19,0,6191,375000,6191,203,NA,NA
"Census Tract 50, Essex County, New Jersey","50",1036,155,154,2822,0,0,0,20,2822,257100,2822,71,NA,NA
"Census Tract 50, Middlesex County, New Jersey","50",631,357,100,5095,6,0,0,15,5095,283800,5095,49,NA,NA
"Census Tract 500, Bergen County, New Jersey","500",367,1055,285,5613,36,64,37,19,5382,374000,5613,122,NA,NA
"Census Tract 5001, Gloucester County, New Jersey","5001",459,333,101,4185,42,299,68,60,4185,148700,4185,70,NA,NA
"Census Tract 5002.01, Gloucester County, New Jersey","5002.01",118,251,119,2427,2,37,19,0,2427,172300,2427,28,NA,NA
"Census Tract 5002.02, Gloucester County, New Jersey","5002.02",161,666,214,4339,16,44,0,0,4339,186200,4339,86,NA,NA
"Census Tract 5002.03, Gloucester County, New Jersey","5002.03",349,897,382,4362,35,41,15,58,4362,206800,4362,85,NA,NA
"Census Tract 5002.04, Gloucester County, New Jersey","5002.04",64,1478,536,6532,175,0,56,147,6438,306600,6532,114,NA,NA
"Census Tract 5002.05, Gloucester County, New Jersey","5002.05",190,545,282,3554,20,31,132,0,3554,214800,3554,102,NA,NA
"Census Tract 5003, Gloucester County, New Jersey","5003",287,184,171,2983,11,29,10,16,2983,148700,2983,58,NA,NA
"Census Tract 5004, Gloucester County, New Jersey","5004",1305,485,302,5937,0,152,0,0,5937,112700,5937,74,NA,NA
"Census Tract 5005, Gloucester County, New Jersey","5005",502,534,299,4839,95,35,0,9,4839,178000,4839,68,NA,NA
"Census Tract 5006, Gloucester County, New Jersey","5006",346,1727,574,10396,160,11,28,0,10291,315200,10396,304,NA,NA
"Census Tract 5007.01, Gloucester County, New Jersey","5007.01",430,1128,493,7775,36,59,119,30,7775,185900,7775,190,NA,NA
"Census Tract 5007.02, Gloucester County, New Jersey","5007.02",106,1033,441,5907,46,0,0,0,5907,236900,5907,233,NA,NA
"Census Tract 5007.03, Gloucester County, New Jersey","5007.03",75,285,96,1310,19,0,0,0,1310,314800,1310,105,NA,NA
"Census Tract 5008, Gloucester County, New Jersey","5008",63,505,157,2225,15,5,18,0,2225,273700,2225,90,NA,NA
"Census Tract 5009, Gloucester County, New Jersey","5009",96,379,188,2993,74,0,7,0,2993,200700,2993,72,NA,NA
"Census Tract 501, Somerset County, New Jersey","501",140,435,105,3034,44,42,38,18,2770,336000,3034,51,NA,NA
"Census Tract 5010.01, Gloucester County, New Jersey","5010.01",281,311,78,2114,47,12,0,0,2114,145700,2114,22,NA,NA
"Census Tract 5010.02, Gloucester County, New Jersey","5010.02",1297,366,151,4315,30,528,10,6,4315,178000,4315,68,NA,NA
"Census Tract 5010.03, Gloucester County, New Jersey","5010.03",524,652,228,3500,6,21,19,0,3492,167500,3500,108,NA,NA
"Census Tract 5011.01, Gloucester County, New Jersey","5011.01",596,243,251,3985,79,51,11,77,3902,153200,3985,60,NA,NA
"Census Tract 5011.02, Gloucester County, New Jersey","5011.02",298,1024,313,6856,28,166,32,115,6856,221600,6856,187,NA,NA
"Census Tract 5011.03, Gloucester County, New Jersey","5011.03",286,513,290,5156,32,12,58,0,5156,220500,5156,100,NA,NA
"Census Tract 5011.04, Gloucester County, New Jersey","5011.04",123,313,173,3187,43,0,25,0,2963,194600,3187,32,NA,NA
"Census Tract 5011.05, Gloucester County, New Jersey","5011.05",186,453,216,2994,0,179,0,24,2994,172900,2994,76,NA,NA
"Census Tract 5011.06, Gloucester County, New Jersey","5011.06",268,533,379,3882,94,64,57,16,3767,203600,3882,83,NA,NA
"Census Tract 5011.07, Gloucester County, New Jersey","5011.07",273,332,143,4394,129,36,0,15,4394,168200,4394,63,NA,NA
"Census Tract 5012.01, Gloucester County, New Jersey","5012.01",15,1277,580,6309,47,0,69,0,6294,281700,6309,254,NA,NA
"Census Tract 5012.02, Gloucester County, New Jersey","5012.02",56,811,326,4767,42,5,52,0,4767,261800,4767,124,NA,NA
"Census Tract 5012.03, Gloucester County, New Jersey","5012.03",66,427,222,3183,25,17,28,0,3183,194900,3183,63,NA,NA
"Census Tract 5012.04, Gloucester County, New Jersey","5012.04",33,621,215,3706,53,16,8,0,3706,216200,3706,52,NA,NA
"Census Tract 5012.05, Gloucester County, New Jersey","5012.05",121,496,148,2753,72,14,6,0,2753,255600,2753,123,NA,NA
"Census Tract 5012.06, Gloucester County, New Jersey","5012.06",185,503,272,3821,26,29,21,25,3683,231600,3821,83,NA,NA
"Census Tract 5012.08, Gloucester County, New Jersey","5012.08",72,807,256,4034,81,31,119,0,4010,230200,4034,249,NA,NA
"Census Tract 5012.09, Gloucester County, New Jersey","5012.09",760,1422,439,7032,113,98,14,0,7032,274700,7032,317,NA,NA
"Census Tract 5012.10, Gloucester County, New Jersey","5012.10",114,645,309,3531,105,0,0,0,3531,230700,3531,122,NA,NA
"Census Tract 5012.12, Gloucester County, New Jersey","5012.12",190,470,356,3760,42,47,38,55,3760,168700,3760,36,NA,NA
"Census Tract 5012.13, Gloucester County, New Jersey","5012.13",255,1110,362,4913,97,79,16,34,4913,280900,4913,159,NA,NA
"Census Tract 5013.01, Gloucester County, New Jersey","5013.01",314,558,319,3527,19,8,0,7,3527,189800,3527,132,NA,NA
"Census Tract 5013.02, Gloucester County, New Jersey","5013.02",260,344,132,2753,31,7,32,0,2753,153900,2753,86,NA,NA
"Census Tract 5013.03, Gloucester County, New Jersey","5013.03",235,388,203,2550,0,0,9,0,2478,198400,2550,69,NA,NA
"Census Tract 5014.02, Gloucester County, New Jersey","5014.02",1152,266,143,3406,103,340,0,0,3378,168600,3406,61,NA,NA
"Census Tract 5014.03, Gloucester County, New Jersey","5014.03",548,652,397,3837,32,74,54,17,3837,210100,3837,125,NA,NA
"Census Tract 5014.04, Gloucester County, New Jersey","5014.04",414,155,86,3197,0,86,12,26,3197,177900,3197,62,NA,NA
"Census Tract 5014.05, Gloucester County, New Jersey","5014.05",596,798,199,4474,19,0,27,0,4438,205800,4474,166,NA,NA
"Census Tract 5014.06, Gloucester County, New Jersey","5014.06",1151,607,171,4666,9,490,16,86,4666,190000,4666,97,NA,NA
"Census Tract 5015, Gloucester County, New Jersey","5015",489,1180,516,8545,85,27,11,36,8532,197400,8545,215,NA,NA
"Census Tract 5016.03, Gloucester County, New Jersey","5016.03",663,551,323,6046,19,44,0,29,6046,170800,6046,129,NA,NA
"Census Tract 5016.04, Gloucester County, New Jersey","5016.04",448,884,514,7441,96,16,0,47,7281,223000,7441,251,NA,NA
"Census Tract 5016.05, Gloucester County, New Jersey","5016.05",225,400,106,4413,25,94,11,26,4413,166900,4413,113,NA,NA
"Census Tract 5016.06, Gloucester County, New Jersey","5016.06",415,650,596,7362,314,125,34,36,7348,214200,7362,315,NA,NA
"Census Tract 5016.08, Gloucester County, New Jersey","5016.08",412,623,356,5343,45,94,214,0,5343,157500,5343,169,NA,NA
"Census Tract 5016.09, Gloucester County, New Jersey","5016.09",438,944,411,6127,100,79,14,71,6127,297300,6127,156,NA,NA
"Census Tract 5017.01, Gloucester County, New Jersey","5017.01",142,577,417,5203,22,0,26,0,5203,209000,5203,264,NA,NA
"Census Tract 5017.02, Gloucester County, New Jersey","5017.02",177,226,153,2511,28,12,7,0,2511,231600,2511,63,NA,NA
"Census Tract 5017.03, Gloucester County, New Jersey","5017.03",563,444,276,4193,129,50,14,0,4193,189000,4193,248,NA,NA
"Census Tract 5017.04, Gloucester County, New Jersey","5017.04",425,408,231,4598,98,26,30,20,4582,193000,4598,112,NA,NA
"Census Tract 5018, Gloucester County, New Jersey","5018",83,162,91,1572,19,61,4,0,1572,198600,1572,32,NA,NA
"Census Tract 5019, Gloucester County, New Jersey","5019",307,411,326,4120,106,0,0,9,4120,221600,4120,168,NA,NA
"Census Tract 502, Somerset County, New Jersey","502",87,792,34,2868,0,181,0,41,2868,319200,2868,45,NA,NA
"Census Tract 5020.01, Gloucester County, New Jersey","5020.01",114,1166,337,6041,132,50,223,8,6041,355600,6041,234,NA,NA
"Census Tract 5020.02, Gloucester County, New Jersey","5020.02",122,1204,484,6889,130,43,46,0,6889,325600,6889,377,NA,NA
"Census Tract 5021, Gloucester County, New Jersey","5021",115,599,122,3167,80,0,5,0,3167,359200,3167,156,NA,NA
"Census Tract 5022, Gloucester County, New Jersey","5022",380,2500,600,12381,133,211,94,183,12381,337900,12381,583,NA,NA
"Census Tract 5023, Gloucester County, New Jersey","5023",277,311,186,2585,29,37,5,5,2585,207400,2585,59,NA,NA
"Census Tract 5024, Gloucester County, New Jersey","5024",260,1168,289,5949,28,10,46,10,5925,207600,5949,249,NA,NA
"Census Tract 503, Somerset County, New Jersey","503",146,973,164,3567,21,0,0,0,3567,309800,3567,150,NA,NA
"Census Tract 504, Somerset County, New Jersey","504",343,288,102,2652,26,157,0,28,2652,255300,2652,61,NA,NA
"Census Tract 505, Somerset County, New Jersey","505",331,536,202,3896,0,133,0,122,3896,285200,3896,134,NA,NA
"Census Tract 506, Somerset County, New Jersey","506",110,700,100,3901,40,9,12,0,3901,368500,3901,65,NA,NA
"Census Tract 507.01, Somerset County, New Jersey","507.01",101,736,307,4271,39,0,46,15,4230,423000,4271,91,NA,NA
"Census Tract 507.03, Somerset County, New Jersey","507.03",348,1155,118,4959,140,53,14,73,4940,541200,4959,93,NA,NA
"Census Tract 507.04, Somerset County, New Jersey","507.04",336,1289,280,6659,91,48,94,108,6635,370900,6659,100,NA,NA
"Census Tract 508.01, Somerset County, New Jersey","508.01",55,876,86,4008,197,0,6,0,3870,555900,4008,181,NA,NA
"Census Tract 508.02, Somerset County, New Jersey","508.02",56,848,200,4443,141,101,49,106,4301,478400,4443,173,NA,NA
"Census Tract 509.01, Somerset County, New Jersey","509.01",110,1074,209,4599,128,0,16,0,4599,497400,4599,241,NA,NA
"Census Tract 509.02, Somerset County, New Jersey","509.02",56,843,184,3738,70,0,103,0,3662,553300,3738,186,NA,NA
"Census Tract 509.03, Somerset County, New Jersey","509.03",301,1256,244,5204,393,40,261,0,5204,674400,5204,226,NA,NA
"Census Tract 51, Essex County, New Jersey","51",517,200,91,2136,0,35,0,16,2136,211400,2136,74,NA,NA
"Census Tract 51, Middlesex County, New Jersey","51",1345,373,59,5854,0,215,0,94,5799,352100,5854,109,NA,NA
"Census Tract 510, Somerset County, New Jersey","510",202,1281,482,6845,15,91,0,0,6726,294900,6845,151,NA,NA
"Census Tract 511, Bergen County, New Jersey","511",319,1514,134,6130,43,141,60,109,6130,466900,6130,168,NA,NA
"Census Tract 511, Somerset County, New Jersey","511",486,208,161,3082,16,33,0,37,3082,271600,3082,70,NA,NA
"Census Tract 512, Bergen County, New Jersey","512",109,585,129,2577,64,0,0,14,2577,477500,2577,65,NA,NA
"Census Tract 512, Somerset County, New Jersey","512",93,271,257,5267,9,103,0,38,5267,259000,5267,261,NA,NA
"Census Tract 513, Bergen County, New Jersey","513",373,1069,212,4536,35,42,0,59,4536,459800,4536,184,NA,NA
"Census Tract 513, Somerset County, New Jersey","513",79,285,125,1979,59,19,62,0,1979,313600,1979,35,NA,NA
"Census Tract 514, Bergen County, New Jersey","514",273,1246,217,5184,75,18,4,106,5184,448700,5184,142,NA,NA
"Census Tract 514, Somerset County, New Jersey","514",168,320,116,3856,45,4,45,0,3856,258600,3856,87,NA,NA
"Census Tract 515, Somerset County, New Jersey","515",559,191,76,3299,68,8,0,0,3299,235600,3299,67,NA,NA
"Census Tract 516, Somerset County, New Jersey","516",195,297,143,3128,0,20,11,0,3128,260700,3128,71,NA,NA
"Census Tract 517, Somerset County, New Jersey","517",443,487,229,4988,39,161,0,33,4988,256900,4988,99,NA,NA
"Census Tract 518, Somerset County, New Jersey","518",559,309,49,4054,0,49,33,0,4054,280500,4054,49,NA,NA
"Census Tract 519, Somerset County, New Jersey","519",89,526,331,3503,146,42,6,0,3503,274000,3503,94,NA,NA
"Census Tract 52, Essex County, New Jersey","52",289,85,78,1401,0,18,0,0,1401,247500,1401,38,NA,NA
"Census Tract 52, Hudson County, New Jersey","52",1494,626,82,4482,0,0,0,146,4482,256600,4482,50,NA,NA
"Census Tract 52, Middlesex County, New Jersey","52",2817,123,244,5318,0,489,0,24,5307,367500,5318,120,NA,NA
"Census Tract 520.01, Somerset County, New Jersey","520.01",373,712,351,4549,139,29,0,0,4549,278400,4549,52,NA,NA
"Census Tract 520.02, Somerset County, New Jersey","520.02",268,595,230,4546,0,162,0,120,4546,218100,4546,91,NA,NA
"Census Tract 521, Bergen County, New Jersey","521",460,1401,465,7727,24,196,30,0,7727,381200,7727,218,NA,NA
"Census Tract 521, Somerset County, New Jersey","521",410,1623,233,7158,192,110,51,0,7007,453600,7158,236,NA,NA
"Census Tract 522, Bergen County, New Jersey","522",257,1191,188,6191,0,70,0,151,6191,350800,6191,103,NA,NA
"Census Tract 522.01, Somerset County, New Jersey","522.01",172,927,204,5296,43,0,20,0,5296,663600,5296,247,NA,NA
"Census Tract 522.03, Somerset County, New Jersey","522.03",51,1330,130,5501,123,26,57,0,5427,861500,5501,318,NA,NA
"Census Tract 522.04, Somerset County, New Jersey","522.04",189,1181,123,4986,37,0,28,34,4986,850200,4986,363,NA,NA
"Census Tract 523, Somerset County, New Jersey","523",223,987,258,6034,290,32,70,78,5959,719400,6034,253,NA,NA
"Census Tract 524, Somerset County, New Jersey","524",226,1307,264,5605,57,114,88,0,5605,744200,5605,263,NA,NA
"Census Tract 526.01, Somerset County, New Jersey","526.01",164,1788,249,9375,108,0,342,19,9276,818900,9375,407,NA,NA
"Census Tract 526.03, Somerset County, New Jersey","526.03",397,1195,107,4201,70,51,75,0,4201,400300,4201,218,NA,NA
"Census Tract 527, Somerset County, New Jersey","527",279,2231,252,7698,101,86,77,49,7698,743600,7698,565,NA,NA
"Census Tract 528, Somerset County, New Jersey","528",128,491,106,2566,18,24,9,6,2281,658100,2566,139,NA,NA
"Census Tract 529.01, Somerset County, New Jersey","529.01",49,241,37,860,18,14,24,0,860,732100,860,37,NA,NA
"Census Tract 529.03, Somerset County, New Jersey","529.03",417,1641,302,6058,265,170,112,66,6036,346700,6058,253,NA,NA
"Census Tract 529.04, Somerset County, New Jersey","529.04",154,561,90,2054,43,0,17,42,2054,752000,2054,107,NA,NA
"Census Tract 53, Essex County, New Jersey","53",688,141,121,2144,0,11,0,75,2144,233100,2144,18,NA,NA
"Census Tract 53, Hudson County, New Jersey","53",685,225,124,3130,19,91,0,192,3130,246000,3130,47,NA,NA
"Census Tract 53, Middlesex County, New Jersey","53",1217,70,13,3730,0,45,0,11,3730,230200,3730,63,NA,NA
"Census Tract 530, Somerset County, New Jersey","530",104,491,278,4550,8,23,0,10,4550,247900,4550,61,NA,NA
"Census Tract 531, Bergen County, New Jersey","531",42,745,88,3212,0,0,73,9,3212,1785200,3212,254,NA,NA
"Census Tract 531.02, Somerset County, New Jersey","531.02",343,1056,188,4132,25,89,8,110,4132,333300,4132,103,NA,NA
"Census Tract 531.03, Somerset County, New Jersey","531.03",377,1169,276,5747,69,0,14,0,5747,348600,5747,141,NA,NA
"Census Tract 531.05, Somerset County, New Jersey","531.05",146,1595,534,7206,288,153,0,43,6914,296600,7206,312,NA,NA
"Census Tract 532, Bergen County, New Jersey","532",143,1859,225,8242,18,0,278,90,8242,884500,8242,541,NA,NA
"Census Tract 532, Somerset County, New Jersey","532",957,900,217,6342,255,295,0,25,6342,265200,6342,186,NA,NA
"Census Tract 533, Somerset County, New Jersey","533",544,493,184,5216,226,89,11,70,5216,254300,5216,39,NA,NA
"Census Tract 534.02, Somerset County, New Jersey","534.02",39,1806,136,6873,173,53,91,0,6804,417500,6873,350,NA,NA
"Census Tract 534.03, Somerset County, New Jersey","534.03",327,1218,219,4589,68,165,0,107,4589,241000,4589,205,NA,NA
"Census Tract 534.04, Somerset County, New Jersey","534.04",471,2288,656,10910,61,213,43,0,10910,425900,10910,258,NA,NA
"Census Tract 535.01, Somerset County, New Jersey","535.01",218,1098,205,4675,159,243,23,24,4675,397700,4675,192,NA,NA
"Census Tract 536.02, Somerset County, New Jersey","536.02",332,1261,229,6232,82,18,92,0,6232,545200,6232,225,NA,NA
"Census Tract 536.03, Somerset County, New Jersey","536.03",76,1236,179,4834,76,22,41,49,4834,458700,4834,190,NA,NA
"Census Tract 536.04, Somerset County, New Jersey","536.04",83,856,218,3438,78,55,12,0,3438,391000,3438,120,NA,NA
"Census Tract 537.03, Somerset County, New Jersey","537.03",130,913,154,3916,90,0,27,0,3916,479900,3916,204,NA,NA
"Census Tract 537.04, Somerset County, New Jersey","537.04",23,785,127,2927,69,0,0,0,2927,441200,2927,54,NA,NA
"Census Tract 537.05, Somerset County, New Jersey","537.05",66,1719,268,6126,89,137,26,47,6126,247200,6126,116,NA,NA
"Census Tract 537.06, Somerset County, New Jersey","537.06",41,1226,191,5104,60,11,14,0,5104,446900,5104,183,NA,NA
"Census Tract 537.07, Somerset County, New Jersey","537.07",25,887,186,3739,4,0,0,0,3597,520600,3739,105,NA,NA
"Census Tract 538.01, Somerset County, New Jersey","538.01",16,87,25,500,3,0,2,0,500,354500,500,16,NA,NA
"Census Tract 538.03, Somerset County, New Jersey","538.03",296,2500,332,8394,498,0,32,0,8394,582400,8394,237,NA,NA
"Census Tract 538.04, Somerset County, New Jersey","538.04",322,1320,343,5627,122,62,0,30,5627,268300,5627,157,NA,NA
"Census Tract 538.05, Somerset County, New Jersey","538.05",47,586,208,3564,86,7,43,0,3564,401400,3564,87,NA,NA
"Census Tract 539.01, Somerset County, New Jersey","539.01",22,157,6,598,5,6,3,20,598,508300,598,17,NA,NA
"Census Tract 539.04, Somerset County, New Jersey","539.04",6,715,95,3554,139,0,21,0,3554,684200,3554,237,NA,NA
"Census Tract 539.05, Somerset County, New Jersey","539.05",128,1350,192,6596,271,127,52,18,6596,621000,6596,537,NA,NA
"Census Tract 54, Essex County, New Jersey","54",1783,126,87,4179,0,17,0,240,4161,167600,4179,78,NA,NA
