"full_name","census_tract","poverty","bachelors","associates","car","diff_countyHouse","diff_countyRent","diff_stateHouse","diff_stateRent","health_ins","house_val","population","self_income","museums","score"
"Census Tract 14.13, Middlesex County, New Jersey","14.13",573,1130,77,5483,39,56,14,0,5374,489800,5483,164,NA,NA
"Census Tract 14.14, Middlesex County, New Jersey","14.14",266,1118,89,5182,0,7,0,69,5182,396400,5182,148,NA,NA
"Census Tract 14.15, Middlesex County, New Jersey","14.15",96,1171,173,5084,19,0,0,0,5084,592700,5084,205,NA,NA
"Census Tract 14.16, Middlesex County, New Jersey","14.16",555,2254,356,9164,0,344,0,344,9164,441700,9164,74,NA,NA
"Census Tract 14.17, Middlesex County, New Jersey","14.17",73,492,42,2023,4,15,4,5,1928,550700,2023,70,NA,NA
"Census Tract 140, Bergen County, New Jersey","140",336,1133,418,7611,0,0,16,245,7376,486100,7611,286,NA,NA
"Census Tract 140, Essex County, New Jersey","140",114,590,174,4012,53,46,11,0,4012,297300,4012,189,NA,NA
"Census Tract 140, Hudson County, New Jersey","140",899,521,119,4921,61,0,0,123,4921,376400,4921,107,NA,NA
"Census Tract 141, Essex County, New Jersey","141",376,446,310,3701,0,158,115,16,3701,305300,3701,84,NA,NA
"Census Tract 141.01, Hudson County, New Jersey","141.01",347,1137,226,4111,54,176,128,109,3582,263600,4111,124,NA,NA
"Census Tract 141.02, Hudson County, New Jersey","141.02",214,1158,428,5190,0,395,71,51,5190,340800,5190,241,NA,NA
"Census Tract 142, Essex County, New Jersey","142",102,775,245,4096,61,14,0,89,4096,312900,4096,36,NA,NA
"Census Tract 142, Hudson County, New Jersey","142",1086,1054,70,5945,39,30,0,5,5922,381500,5945,130,NA,NA
"Census Tract 143, Essex County, New Jersey","143",920,657,325,5454,60,49,23,31,5454,285500,5454,149,NA,NA
"Census Tract 143, Hudson County, New Jersey","143",307,537,282,5112,46,7,21,32,5112,369700,5112,258,NA,NA
"Census Tract 1432, Passaic County, New Jersey","1432",155,1250,245,6477,123,29,15,37,6477,397800,6477,256,NA,NA
"Census Tract 1433, Passaic County, New Jersey","1433",319,916,321,5597,0,16,26,0,5597,337500,5597,254,NA,NA
"Census Tract 1434, Passaic County, New Jersey","1434",337,1239,317,6728,162,161,0,112,6728,369300,6728,271,NA,NA
"Census Tract 144, Essex County, New Jersey","144",509,629,250,3696,0,84,0,12,3696,236200,3696,75,NA,NA
"Census Tract 144, Hudson County, New Jersey","144",661,885,321,7631,34,100,226,15,7631,339100,7631,127,NA,NA
"Census Tract 145, Essex County, New Jersey","145",276,422,191,4602,31,20,0,0,4602,284700,4602,96,NA,NA
"Census Tract 145.01, Hudson County, New Jersey","145.01",1674,649,370,6513,58,0,0,185,6513,311600,6513,191,NA,NA
"Census Tract 145.02, Hudson County, New Jersey","145.02",1041,250,236,3338,0,20,0,51,3338,296700,3338,60,NA,NA
"Census Tract 146, Essex County, New Jersey","146",281,693,399,4525,0,152,24,37,4525,281900,4525,191,NA,NA
"Census Tract 146, Hudson County, New Jersey","146",493,428,317,3753,0,23,3,77,3753,312300,3753,114,NA,NA
"Census Tract 147, Essex County, New Jersey","147",1223,670,395,5983,0,64,0,0,5983,297500,5983,98,NA,NA
"Census Tract 147, Hudson County, New Jersey","147",856,671,333,5959,0,0,0,36,5938,332200,5959,196,NA,NA
"Census Tract 148, Essex County, New Jersey","148",163,782,157,3235,89,27,15,0,3235,392800,3235,153,NA,NA
"Census Tract 148, Hudson County, New Jersey","148",842,625,253,6018,0,0,0,82,5964,296000,6018,171,NA,NA
"Census Tract 149, Essex County, New Jersey","149",265,969,265,4772,95,0,185,11,4772,360100,4772,195,NA,NA
"Census Tract 149, Hudson County, New Jersey","149",436,505,259,3479,0,70,7,23,3479,297100,3479,79,NA,NA
"Census Tract 15, Atlantic County, New Jersey","15",657,67,41,1761,0,32,0,51,1761,176500,1761,9,NA,NA
"Census Tract 15, Essex County, New Jersey","15",824,45,50,1726,5,23,0,0,1699,NA,1726,42,NA,NA
"Census Tract 15, Mercer County, New Jersey","15",1194,167,90,2851,0,63,0,196,2851,117000,2851,30,NA,NA
"Census Tract 15.02, Middlesex County, New Jersey","15.02",394,1075,294,6063,62,43,68,0,6051,365400,6063,216,NA,NA
"Census Tract 15.04, Middlesex County, New Jersey","15.04",106,1599,131,5690,47,169,9,278,5690,395800,5690,111,NA,NA
"Census Tract 15.05, Middlesex County, New Jersey","15.05",48,496,41,2176,0,145,0,0,2176,290900,2176,34,NA,NA
"Census Tract 15.06, Middlesex County, New Jersey","15.06",424,1292,79,5705,0,128,0,471,5451,332800,5705,43,NA,NA
"Census Tract 150, Essex County, New Jersey","150",399,791,73,3141,21,33,44,0,3141,362900,3141,193,NA,NA
"Census Tract 150.01, Hudson County, New Jersey","150.01",47,715,80,2244,0,19,71,10,2244,269800,2244,161,NA,NA
"Census Tract 150.02, Hudson County, New Jersey","150.02",1574,644,98,6086,0,112,0,0,5976,366200,6086,254,NA,NA
"Census Tract 151, Bergen County, New Jersey","151",35,576,71,2829,0,17,45,33,2829,982700,2829,225,NA,NA
"Census Tract 151, Essex County, New Jersey","151",186,849,267,4898,17,24,34,48,4898,289600,4898,165,NA,NA
"Census Tract 151, Hudson County, New Jersey","151",639,349,169,3106,0,20,10,75,3095,265600,3106,153,NA,NA
"Census Tract 152, Bergen County, New Jersey","152",784,950,346,6307,0,93,0,0,6214,363500,6307,215,NA,NA
"Census Tract 152, Essex County, New Jersey","152",234,722,193,4097,43,63,12,0,4097,284900,4097,37,NA,NA
"Census Tract 152.01, Hudson County, New Jersey","152.01",119,949,105,2737,14,90,57,75,2737,259700,2737,230,NA,NA
"Census Tract 152.02, Hudson County, New Jersey","152.02",1101,1130,291,6359,0,90,0,285,6359,242200,6359,249,NA,NA
"Census Tract 153, Bergen County, New Jersey","153",1117,754,304,5920,26,9,0,0,5920,312600,5920,253,NA,NA
"Census Tract 153, Essex County, New Jersey","153",427,623,213,2731,6,26,0,22,2731,340100,2731,62,NA,NA
"Census Tract 153, Hudson County, New Jersey","153",1132,368,103,4248,0,15,0,46,4248,286100,4248,112,NA,NA
"Census Tract 154, Bergen County, New Jersey","154",787,1202,267,6939,5,134,24,294,6939,312400,6939,271,NA,NA
"Census Tract 154, Essex County, New Jersey","154",500,827,199,5006,31,110,0,31,4981,329400,5006,387,NA,NA
"Census Tract 1540.01, Passaic County, New Jersey","1540.01",158,1338,250,6175,213,87,0,0,6175,427200,6175,339,NA,NA
"Census Tract 1540.02, Passaic County, New Jersey","1540.02",259,1534,378,8284,234,224,0,0,8284,329400,8284,216,NA,NA
"Census Tract 155, Bergen County, New Jersey","155",604,1418,269,6337,31,44,68,171,6274,593500,6337,377,NA,NA
"Census Tract 155, Essex County, New Jersey","155",90,808,381,4212,78,7,12,0,4212,286900,4212,172,NA,NA
"Census Tract 155, Hudson County, New Jersey","155",1112,461,85,5651,9,33,0,75,5651,272800,5651,57,NA,NA
"Census Tract 156, Essex County, New Jersey","156",210,973,286,4579,0,54,20,109,4579,284200,4579,185,NA,NA
"Census Tract 156, Hudson County, New Jersey","156",1275,451,67,4427,0,13,0,95,4427,332500,4427,104,NA,NA
"Census Tract 157, Essex County, New Jersey","157",348,296,178,2553,0,45,0,43,2508,283300,2553,62,NA,NA
"Census Tract 157, Hudson County, New Jersey","157",657,454,112,3858,0,15,6,14,3858,198300,3858,20,NA,NA
"Census Tract 158, Essex County, New Jersey","158",505,650,315,4219,39,114,6,22,4219,326000,4219,128,NA,NA
"Census Tract 158.01, Hudson County, New Jersey","158.01",408,1174,87,3300,0,185,0,319,3300,568000,3300,102,NA,NA
"Census Tract 158.02, Hudson County, New Jersey","158.02",936,899,246,6148,0,37,0,44,6148,441400,6148,103,NA,NA
"Census Tract 159, Essex County, New Jersey","159",527,531,318,5367,0,91,0,63,5367,265000,5367,117,NA,NA
"Census Tract 159, Hudson County, New Jersey","159",1541,435,266,5885,0,27,7,59,5864,335500,5885,211,NA,NA
"Census Tract 16, Essex County, New Jersey","16",436,149,36,1876,0,0,0,97,1876,221600,1876,12,NA,NA
"Census Tract 16, Mercer County, New Jersey","16",330,60,16,1178,0,13,19,0,1178,85700,1178,16,NA,NA
"Census Tract 16, Middlesex County, New Jersey","16",257,873,392,4986,62,43,38,20,4986,279700,4986,130,NA,NA
"Census Tract 160, Bergen County, New Jersey","160",89,1412,127,5356,80,0,20,0,5356,1041200,5356,127,NA,NA
"Census Tract 160, Essex County, New Jersey","160",292,1954,200,7573,50,0,265,0,7573,644900,7573,383,NA,NA
"Census Tract 160, Hudson County, New Jersey","160",752,413,58,3333,0,27,0,28,3333,239700,3333,119,NA,NA
"Census Tract 161, Essex County, New Jersey","161",60,916,36,3506,33,139,70,102,3506,741800,3506,380,NA,NA
"Census Tract 161, Hudson County, New Jersey","161",841,248,85,3422,0,22,0,52,3422,403800,3422,77,NA,NA
"Census Tract 162, Essex County, New Jersey","162",91,879,52,3356,88,32,32,0,3356,769000,3356,273,NA,NA
"Census Tract 162, Hudson County, New Jersey","162",1082,271,48,4243,0,0,0,64,4225,341600,4243,81,NA,NA
"Census Tract 163, Essex County, New Jersey","163",240,804,63,3718,10,0,42,48,3718,714800,3718,239,NA,NA
"Census Tract 163, Hudson County, New Jersey","163",1111,506,168,5025,0,120,0,16,5025,307600,5025,261,NA,NA
"Census Tract 1635, Passaic County, New Jersey","1635",413,1686,359,8446,125,37,52,0,8397,429200,8446,382,NA,NA
"Census Tract 164, Essex County, New Jersey","164",106,836,0,3593,11,0,66,17,3525,711100,3593,381,NA,NA
"Census Tract 164, Hudson County, New Jersey","164",792,451,99,3565,13,24,0,13,3565,349300,3565,75,NA,NA
"Census Tract 165, Essex County, New Jersey","165",167,1101,79,3880,34,21,239,29,3854,660000,3880,269,NA,NA
"Census Tract 165, Hudson County, New Jersey","165",915,630,109,4775,0,18,9,29,4643,295300,4775,166,NA,NA
"Census Tract 166, Essex County, New Jersey","166",231,785,88,3209,22,141,13,0,3209,485000,3209,162,NA,NA
"Census Tract 166, Hudson County, New Jersey","166",1111,290,66,4187,0,26,14,57,4182,290900,4187,127,NA,NA
"Census Tract 167, Essex County, New Jersey","167",424,782,92,2600,13,67,0,60,2600,334000,2600,95,NA,NA
"Census Tract 167, Hudson County, New Jersey","167",320,80,34,1568,9,0,25,0,1568,352200,1568,55,NA,NA
"Census Tract 168, Essex County, New Jersey","168",367,970,186,3404,14,173,35,119,3395,333700,3404,147,NA,NA
"Census Tract 168, Hudson County, New Jersey","168",838,217,168,3538,0,10,18,0,3529,338600,3538,107,NA,NA
"Census Tract 169, Essex County, New Jersey","169",37,682,128,2870,11,21,11,15,2870,869500,2870,284,NA,NA
"Census Tract 169, Hudson County, New Jersey","169",814,228,16,3030,0,0,9,0,3030,3e+05,3030,43,NA,NA
"Census Tract 17, Essex County, New Jersey","17",726,37,104,2415,0,16,51,20,2415,207100,2415,66,NA,NA
"Census Tract 17, Mercer County, New Jersey","17",1135,49,59,3399,0,20,0,0,3399,70400,3399,55,NA,NA
"Census Tract 17.01, Hudson County, New Jersey","17.01",816,787,92,4381,9,5,41,64,4361,401600,4381,149,NA,NA
"Census Tract 17.01, Middlesex County, New Jersey","17.01",221,911,295,5159,8,0,40,0,5159,322500,5159,182,NA,NA
"Census Tract 17.02, Middlesex County, New Jersey","17.02",236,595,112,3561,60,165,6,12,3533,285200,3561,102,NA,NA
"Census Tract 170, Essex County, New Jersey","170",117,801,79,2551,35,63,97,18,2494,550400,2551,220,NA,NA
"Census Tract 170, Hudson County, New Jersey","170",1257,405,272,5316,11,51,0,25,5118,298000,5316,198,NA,NA
"Census Tract 171, Bergen County, New Jersey","171",309,1840,185,7046,121,13,136,43,7046,461300,7046,348,NA,NA
"Census Tract 171, Essex County, New Jersey","171",642,348,107,2429,10,46,0,21,2429,314800,2429,54,NA,NA
"Census Tract 171, Hudson County, New Jersey","171",986,387,176,4906,12,11,0,0,4906,328000,4906,176,NA,NA
"Census Tract 172, Bergen County, New Jersey","172",305,1393,449,6159,81,181,105,29,6159,372500,6159,325,NA,NA
"Census Tract 172, Essex County, New Jersey","172",389,557,67,3180,12,14,0,0,3180,379700,3180,81,NA,NA
"Census Tract 172, Hudson County, New Jersey","172",695,398,83,3369,0,9,0,65,3369,280300,3369,132,NA,NA
"Census Tract 173, Bergen County, New Jersey","173",218,1163,149,6004,0,31,32,0,6004,414100,6004,165,NA,NA
"Census Tract 173, Hudson County, New Jersey","173",400,376,67,2443,0,0,0,26,2443,287200,2443,159,NA,NA
"Census Tract 173.01, Essex County, New Jersey","173.01",53,1297,192,5407,21,0,97,9,5236,389200,5407,233,NA,NA
"Census Tract 173.02, Essex County, New Jersey","173.02",272,2141,174,7654,68,112,155,0,7045,388900,7654,305,NA,NA
"Census Tract 174, Bergen County, New Jersey","174",61,1318,160,5473,0,8,0,0,5316,419400,5473,306,NA,NA
"Census Tract 174, Essex County, New Jersey","174",32,1514,198,5508,99,12,24,0,5508,361800,5508,161,NA,NA
"Census Tract 174, Hudson County, New Jersey","174",582,170,85,2798,0,0,0,8,2798,311500,2798,78,NA,NA
"Census Tract 175, Bergen County, New Jersey","175",254,1745,632,8399,151,0,1,18,8399,375900,8399,273,NA,NA
"Census Tract 175, Essex County, New Jersey","175",347,1267,202,6191,36,62,74,60,6191,358900,6191,410,NA,NA
"Census Tract 175, Hudson County, New Jersey","175",879,437,128,4378,0,0,10,17,4378,354900,4378,164,NA,NA
"Census Tract 1752, Passaic County, New Jersey","1752",1844,88,99,5029,0,0,0,0,5029,NA,5029,162,NA,NA
"Census Tract 1753.01, Passaic County, New Jersey","1753.01",1486,101,12,3547,0,0,0,0,3547,238500,3547,98,NA,NA
"Census Tract 1753.02, Passaic County, New Jersey","1753.02",1946,129,185,4800,13,0,0,31,4800,247000,4800,94,NA,NA
"Census Tract 1754.01, Passaic County, New Jersey","1754.01",1710,297,117,5425,0,238,0,14,5425,338500,5425,67,NA,NA
"Census Tract 1754.02, Passaic County, New Jersey","1754.02",2050,158,76,5298,0,0,0,0,5226,261400,5298,70,NA,NA
"Census Tract 1755, Passaic County, New Jersey","1755",2435,593,174,7380,8,9,12,69,7314,248000,7380,186,NA,NA
"Census Tract 1756.01, Passaic County, New Jersey","1756.01",164,278,46,2491,0,0,0,11,2491,536300,2491,107,NA,NA
"Census Tract 1756.02, Passaic County, New Jersey","1756.02",1779,521,206,6881,0,18,49,96,6864,318100,6881,91,NA,NA
"Census Tract 1757.01, Passaic County, New Jersey","1757.01",819,456,160,5429,15,0,0,17,5429,323900,5429,117,NA,NA
"Census Tract 1757.03, Passaic County, New Jersey","1757.03",761,587,130,4427,29,130,0,136,4427,224700,4427,115,NA,NA
"Census Tract 1757.04, Passaic County, New Jersey","1757.04",668,590,194,4225,6,0,21,84,4203,430800,4225,158,NA,NA
"Census Tract 1758.01, Passaic County, New Jersey","1758.01",1586,247,51,4315,0,42,0,27,4315,309300,4315,74,NA,NA
"Census Tract 1758.02, Passaic County, New Jersey","1758.02",2915,127,82,6973,0,33,0,0,6973,250000,6973,122,NA,NA
"Census Tract 1759, Passaic County, New Jersey","1759",2067,61,38,3911,0,0,0,132,3911,NA,3911,78,NA,NA
"Census Tract 176, Essex County, New Jersey","176",403,556,360,4975,88,65,0,9,4975,286800,4975,116,NA,NA
"Census Tract 176, Hudson County, New Jersey","176",474,215,62,3608,0,14,0,48,3597,291200,3608,49,NA,NA
"Census Tract 177, Essex County, New Jersey","177",1200,297,117,4914,0,0,0,34,4914,255000,4914,173,NA,NA
"Census Tract 177, Hudson County, New Jersey","177",255,243,19,1853,0,0,30,84,1853,315600,1853,67,NA,NA
"Census Tract 178, Essex County, New Jersey","178",282,363,124,3176,5,0,0,6,3146,283000,3176,110,NA,NA
"Census Tract 178, Hudson County, New Jersey","178",1123,1002,158,6338,0,18,14,12,6338,310900,6338,252,NA,NA
"Census Tract 179, Essex County, New Jersey","179",173,725,113,3577,0,0,56,0,3577,386300,3577,260,NA,NA
"Census Tract 179, Hudson County, New Jersey","179",103,952,102,3022,0,46,49,92,3022,1052500,3022,136,NA,NA
"Census Tract 18, Essex County, New Jersey","18",672,53,100,2161,0,7,0,68,2161,169000,2161,9,NA,NA
"Census Tract 18, Hudson County, New Jersey","18",1364,1017,68,3885,0,6,0,46,3885,309200,3885,148,NA,NA
"Census Tract 18, Mercer County, New Jersey","18",1041,375,53,4570,9,78,0,0,3845,90100,4570,132,NA,NA
"Census Tract 18.03, Middlesex County, New Jersey","18.03",64,472,207,3199,44,170,0,0,3199,331000,3199,45,NA,NA
"Census Tract 18.04, Middlesex County, New Jersey","18.04",457,729,238,4224,7,34,0,21,4224,293200,4224,125,NA,NA
"Census Tract 18.05, Middlesex County, New Jersey","18.05",304,1002,250,5070,32,161,52,18,5070,347000,5070,110,NA,NA
"Census Tract 180, Essex County, New Jersey","180",184,1538,281,5808,23,0,142,0,5689,444600,5808,208,NA,NA
"Census Tract 180, Hudson County, New Jersey","180",689,787,162,4054,0,0,27,66,4054,431600,4054,243,NA,NA
"Census Tract 1801, Passaic County, New Jersey","1801",633,640,118,8117,43,36,6,16,8117,236800,8117,81,NA,NA
"Census Tract 1802.01, Passaic County, New Jersey","1802.01",762,341,180,3902,0,0,0,14,3902,218300,3902,20,NA,NA
"Census Tract 1802.02, Passaic County, New Jersey","1802.02",2672,262,134,7216,0,0,0,0,7166,224400,7216,110,NA,NA
"Census Tract 1803, Passaic County, New Jersey","1803",2159,156,66,5674,0,0,48,48,5674,2e+05,5674,53,NA,NA
"Census Tract 1806, Passaic County, New Jersey","1806",1321,257,47,4925,0,0,54,20,4925,205200,4925,79,NA,NA
"Census Tract 1807, Passaic County, New Jersey","1807",772,76,47,2706,0,26,0,0,2706,184100,2706,22,NA,NA
"Census Tract 1808, Passaic County, New Jersey","1808",1434,76,59,3216,0,19,0,67,3216,230300,3216,33,NA,NA
"Census Tract 1809, Passaic County, New Jersey","1809",1470,200,98,3922,0,61,0,0,3922,196600,3922,47,NA,NA
"Census Tract 181, Bergen County, New Jersey","181",1051,715,115,7425,0,55,33,0,7425,340600,7425,232,NA,NA
"Census Tract 181, Essex County, New Jersey","181",621,100,134,2121,0,0,0,0,2121,218300,2121,55,NA,NA
"Census Tract 181, Hudson County, New Jersey","181",256,674,190,2895,0,12,7,44,2895,658300,2895,124,NA,NA
"Census Tract 1810, Passaic County, New Jersey","1810",911,397,52,4586,20,26,0,0,4586,229300,4586,116,NA,NA
"Census Tract 1811, Passaic County, New Jersey","1811",1401,369,145,6861,0,0,0,0,6861,238600,6861,89,NA,NA
"Census Tract 1812, Passaic County, New Jersey","1812",994,147,85,4817,0,15,7,14,4817,266600,4817,105,NA,NA
"Census Tract 1813, Passaic County, New Jersey","1813",1341,301,95,5056,0,0,0,0,5056,238400,5056,82,NA,NA
"Census Tract 1814, Passaic County, New Jersey","1814",791,15,115,2936,0,0,0,15,2936,220900,2936,41,NA,NA
"Census Tract 1815, Passaic County, New Jersey","1815",1381,38,52,3248,0,0,0,0,3248,201400,3248,21,NA,NA
"Census Tract 1817.02, Passaic County, New Jersey","1817.02",974,68,41,2572,0,0,0,6,2541,205600,2572,34,NA,NA
"Census Tract 1818, Passaic County, New Jersey","1818",941,132,103,3004,0,24,0,20,2197,204200,3004,47,NA,NA
"Census Tract 1819, Passaic County, New Jersey","1819",734,373,97,4475,21,16,0,10,4457,247900,4475,96,NA,NA
"Census Tract 182, Bergen County, New Jersey","182",795,914,303,6844,20,69,37,95,6844,371900,6844,259,NA,NA
"Census Tract 182, Essex County, New Jersey","182",1091,386,181,4170,0,0,8,0,4170,206700,4170,125,NA,NA
"Census Tract 182, Hudson County, New Jersey","182",791,1141,174,4356,24,24,10,56,4356,550600,4356,236,NA,NA
"Census Tract 1820, Passaic County, New Jersey","1820",594,48,0,1698,0,0,0,0,1698,250000,1698,11,NA,NA
"Census Tract 1821, Passaic County, New Jersey","1821",878,84,52,3451,0,12,0,12,3445,240400,3451,50,NA,NA
"Census Tract 1822, Passaic County, New Jersey","1822",1502,116,86,3291,0,5,0,0,3263,269600,3291,25,NA,NA
"Census Tract 1823.01, Passaic County, New Jersey","1823.01",447,24,15,1477,0,0,0,0,1477,234100,1477,10,NA,NA
"Census Tract 1823.02, Passaic County, New Jersey","1823.02",1955,285,70,5863,0,12,0,0,5863,232500,5863,68,NA,NA
"Census Tract 1824, Passaic County, New Jersey","1824",1457,244,94,4955,0,7,0,42,4955,276400,4955,62,NA,NA
"Census Tract 1825, Passaic County, New Jersey","1825",1320,993,284,7594,60,0,21,68,7355,209800,7594,149,NA,NA
"Census Tract 1826, Passaic County, New Jersey","1826",655,313,142,5093,0,100,30,8,5093,269900,5093,39,NA,NA
"Census Tract 1827, Passaic County, New Jersey","1827",1748,269,154,6792,21,0,0,17,6782,245700,6792,114,NA,NA
"Census Tract 1828, Passaic County, New Jersey","1828",1261,80,30,3768,0,0,0,0,3768,267100,3768,39,NA,NA
"Census Tract 1829, Passaic County, New Jersey","1829",828,57,14,2211,0,4,0,7,2211,122200,2211,0,NA,NA
"Census Tract 183, Essex County, New Jersey","183",1314,481,176,4919,0,92,0,9,4919,211000,4919,130,NA,NA
"Census Tract 183.01, Hudson County, New Jersey","183.01",34,1105,6,2713,14,33,24,185,2713,1113600,2713,103,NA,NA
"Census Tract 183.02, Hudson County, New Jersey","183.02",130,1875,25,4133,0,87,111,254,4133,921100,4133,259,NA,NA
"Census Tract 1830, Passaic County, New Jersey","1830",2709,387,239,7161,0,69,0,118,7161,280100,7161,39,NA,NA
"Census Tract 1831.01, Passaic County, New Jersey","1831.01",430,217,126,3006,0,6,0,9,3006,278000,3006,81,NA,NA
